age,geo_area,vehicle_type,est_value,miles_driven,college_grad_ind,speeding_ticket_ind,hard_braking_ind,late_driving_ind,clean_driving_ind,expenses
27,urban,suv,48859,14989,0,0,0,0,1,0
53,rural,car,26391,35058,0,0,0,0,0,0
17,urban,car,29364,13271,0,1,0,0,1,0
30,rural,car,125000,16098,1,0,0,0,0,0
38,urban,suv,43101,16151,1,0,0,0,1,0
35,urban,suv,27498,13471,1,0,0,1,1,0
42,rural,minivan,23841,19647,0,0,0,0,0,0
40,urban,car,27776,19294,0,1,1,0,1,0
61,urban,suv,42694,8292,0,0,1,0,1,13011
52,suburban,car,36283,15859,0,0,1,0,0,0
34,rural,suv,48183,20832,0,0,0,0,1,0
47,rural,car,27012,14842,0,1,0,0,1,0
57,rural,truck,34362,17447,0,1,0,1,0,0
18,urban,truck,36755,11814,0,0,1,0,0,0
40,suburban,minivan,33853,16086,1,0,0,0,1,0
40,urban,suv,62457,12323,1,0,1,0,1,0
35,suburban,suv,87834,13795,0,0,1,0,0,16732.62
46,urban,suv,29714,16116,1,1,1,0,0,0
45,urban,suv,31441,12829,1,0,1,0,1,0
37,urban,suv,27659,12460,1,0,0,0,0,0
62,urban,car,62762,17172,1,0,1,0,0,0
26,urban,suv,22913,8836,0,0,1,0,0,0
64,urban,car,36422,9205,0,0,0,0,1,0
35,urban,suv,28822,10981,0,1,0,1,1,0
57,rural,car,25640,16744,0,0,0,0,1,0
48,urban,truck,25723,13936,0,0,0,0,1,0
56,suburban,suv,30828,13032,1,0,1,0,1,0
18,suburban,suv,31926,15800,0,1,0,0,0,0
45,urban,suv,36382,13737,1,0,1,0,0,0
53,suburban,car,30884,7574,1,1,0,0,1,0
28,rural,minivan,52377,16153,0,0,0,0,1,0
73,suburban,car,41688,15449,0,0,0,0,1,0
57,urban,car,36955,12191,0,0,0,0,1,0
45,suburban,suv,29587,14537,0,0,0,0,0,0
59,suburban,car,44373,9959,1,0,0,0,1,5871.34
26,urban,suv,28169,10865,0,1,0,0,1,0
46,suburban,suv,15026,15941,0,0,0,0,1,0
64,suburban,suv,39540,17433,0,0,0,0,0,0
35,suburban,suv,125000,11184,1,0,1,1,1,0
34,urban,suv,31110,13848,0,0,1,0,0,0
89,rural,car,25377,17616,0,0,0,0,1,0
84,urban,suv,36794,16020,0,0,1,0,1,0
20,urban,car,35686,13492,0,0,1,0,1,0
57,urban,car,26911,13784,0,0,0,0,1,0
21,urban,truck,50555,12081,0,0,0,0,0,0
31,rural,truck,19949,19612,0,0,1,0,1,0
35,rural,truck,49682,15497,0,0,1,0,1,0
50,urban,suv,29189,12605,0,0,0,1,1,0
42,suburban,suv,28831,14433,0,0,1,0,0,0
54,suburban,car,69726,16345,0,0,1,0,0,0
74,suburban,car,45004,8795,0,0,0,0,1,0
17,suburban,car,26326,13097,0,0,1,0,1,0
25,urban,truck,125000,11859,0,0,1,0,1,0
43,suburban,suv,47694,13463,0,0,0,0,1,0
33,suburban,minivan,19033,10388,0,1,0,0,1,0
62,urban,suv,46372,11615,1,0,0,0,0,0
48,rural,suv,39233,18742,0,0,0,0,1,12352.61
77,suburban,car,24192,18560,0,0,1,0,0,0
64,urban,suv,37993,19452,0,0,0,0,1,0
35,suburban,car,30714,15202,0,0,0,0,1,0
38,urban,car,22659,11656,0,0,0,0,1,0
17,suburban,suv,117004,13417,0,0,0,0,1,0
52,urban,truck,30816,13664,0,0,0,0,1,0
30,suburban,car,24799,11554,0,0,0,0,1,0
16,rural,truck,47999,20842,0,0,0,0,1,0
27,urban,suv,26568,12614,0,0,0,0,0,0
17,urban,suv,80220,16972,0,0,0,0,0,0
36,suburban,car,25246,13099,0,0,0,0,1,0
65,rural,truck,28815,10684,0,1,0,0,1,0
48,urban,suv,85677,12206,0,0,1,0,1,0
26,rural,truck,32965,13671,0,0,1,0,0,0
23,urban,suv,52762,12320,1,0,0,1,1,27740.47
62,suburban,truck,30312,15896,0,0,1,1,1,0
32,suburban,car,38925,16233,1,0,1,0,1,0
53,rural,truck,40679,14863,0,0,0,0,1,0
68,suburban,car,48660,15697,0,1,0,0,1,0
17,suburban,suv,36297,12463,0,1,0,1,0,0
69,rural,suv,31860,19642,0,1,0,0,1,0
27,suburban,suv,57276,12859,0,1,1,0,1,0
18,suburban,truck,52030,15866,0,0,0,0,0,0
80,suburban,truck,29591,16788,0,0,0,0,1,0
81,suburban,suv,27085,16309,0,1,0,0,1,0
43,urban,car,24046,12258,0,0,0,0,1,0
45,suburban,suv,28793,17755,0,0,0,0,1,0
50,suburban,car,27008,10910,0,0,0,0,0,0
54,urban,car,37993,7043,1,0,1,0,1,0
36,suburban,car,28066,16262,0,0,0,0,1,0
61,urban,suv,23345,13009,0,0,0,0,1,0
79,suburban,truck,33275,13074,0,1,0,0,1,0
71,suburban,suv,49314,11198,0,1,0,0,0,0
40,urban,suv,41694,13780,0,0,0,0,0,0
33,suburban,truck,48250,11945,1,0,1,0,1,0
37,urban,truck,125000,13420,0,0,0,0,0,0
54,suburban,truck,84678,10771,1,0,0,0,1,0
54,rural,suv,52357,12269,0,1,0,0,1,0
46,rural,truck,50643,13561,0,0,0,0,1,0
28,suburban,suv,38729,16058,0,0,0,0,1,0
44,suburban,minivan,26939,15784,0,0,0,0,1,0
35,suburban,car,25299,9971,0,0,0,0,1,0
45,suburban,suv,32357,14710,0,0,0,0,1,0
51,suburban,suv,27445,9671,0,0,1,0,0,0
58,suburban,car,64385,6328,0,0,0,0,1,0
42,urban,truck,33702,17278,1,0,1,0,0,0
42,suburban,truck,29893,21180,1,1,0,0,1,0
56,urban,suv,28309,16813,0,0,1,0,1,0
19,urban,suv,37051,8312,0,0,0,0,0,0
49,urban,car,27234,8871,1,0,0,0,1,0
41,urban,suv,46843,16632,0,0,1,0,0,0
43,urban,truck,39435,10644,0,1,1,0,1,0
84,urban,car,25107,12612,1,0,0,0,1,0
31,rural,suv,26694,14715,0,0,0,0,0,0
37,suburban,truck,34221,22963,0,0,0,0,1,0
69,rural,suv,47964,15280,0,0,0,0,0,0
16,suburban,suv,61138,28766,0,0,1,0,1,0
63,suburban,suv,60223,16053,0,0,0,0,1,0
58,urban,car,27894,10685,1,0,1,0,1,0
35,urban,suv,16904,11539,0,1,0,0,1,0
47,rural,car,32468,19704,0,0,0,0,1,0
37,rural,truck,45980,20397,0,0,1,0,0,0
51,rural,truck,45912,18281,0,0,0,0,0,0
53,urban,truck,38008,20454,0,0,1,0,0,0
42,suburban,minivan,38876,14089,0,0,1,0,1,0
40,rural,suv,34033,17032,0,0,0,1,0,0
24,suburban,suv,74451,13200,0,0,0,0,1,0
21,urban,suv,40270,19349,0,1,0,0,0,7789.47
49,suburban,truck,33247,21448,0,0,0,0,0,0
40,rural,truck,27132,16591,1,0,0,0,1,0
36,urban,minivan,75000,6935,0,0,0,0,1,0
33,urban,suv,43997,9863,1,0,1,0,0,0
17,suburban,suv,16430,20490,0,0,1,0,0,0
57,rural,truck,38631,15906,0,0,0,0,1,0
61,suburban,car,34402,15185,1,0,0,0,1,0
36,rural,suv,28434,18719,0,0,0,0,0,0
27,suburban,car,41666,12719,1,0,0,0,1,0
23,urban,car,39903,13357,0,1,1,0,1,0
59,suburban,suv,32841,14847,1,0,0,0,0,0
22,urban,suv,38080,14965,0,1,0,0,1,0
19,urban,suv,67886,10870,0,0,1,0,1,0
58,suburban,suv,20698,11814,0,1,0,0,1,0
25,suburban,suv,125000,11994,0,0,0,0,0,0
44,urban,minivan,39990,12254,0,0,0,0,1,0
43,suburban,car,38554,11485,0,0,1,0,1,0
58,suburban,suv,38586,18425,0,0,0,0,0,0
72,urban,truck,35938,14092,1,0,0,0,1,0
48,rural,car,33885,13211,0,0,1,0,1,0
35,urban,truck,44892,9910,0,0,1,0,1,0
72,urban,suv,31328,12747,0,0,0,0,0,0
23,urban,suv,125000,10759,1,0,1,1,1,0
54,rural,suv,36766,18756,0,0,0,0,0,0
36,urban,suv,84430,9229,0,0,0,0,0,0
37,suburban,suv,45800,12259,0,0,1,0,0,0
50,suburban,car,28596,14717,0,0,0,0,1,0
64,suburban,car,56946,12793,0,0,1,0,0,0
51,suburban,car,32524,13504,0,0,1,0,1,0
44,suburban,truck,32849,18036,0,0,1,0,1,0
76,urban,suv,27766,12893,0,0,0,0,1,17165.55
42,rural,suv,38783,13929,0,0,1,0,1,0
19,urban,car,26103,14675,0,0,0,0,0,1890.73
41,suburban,suv,30945,15602,0,0,0,0,1,13419.4
66,suburban,suv,45132,12721,1,0,0,0,1,0
53,suburban,car,28669,14719,1,0,0,0,1,0
30,suburban,suv,18641,18698,0,0,1,0,0,0
46,suburban,suv,21840,13705,0,1,1,0,1,0
16,suburban,truck,30821,11616,0,0,0,0,1,0
38,suburban,suv,21323,14903,0,0,1,0,0,0
32,urban,suv,58946,6547,0,0,0,1,1,0
25,suburban,car,17799,15170,0,1,1,0,0,0
48,rural,truck,31794,17739,0,0,0,0,1,0
82,suburban,truck,41140,13640,0,0,0,0,0,0
58,urban,car,37590,9518,1,0,0,0,0,0
44,suburban,suv,118384,17513,0,0,0,1,1,28649.31
49,rural,suv,35388,16319,0,0,0,0,0,0
78,suburban,truck,34502,10794,1,0,0,0,1,0
48,urban,truck,35288,10942,0,0,1,0,1,0
74,suburban,suv,70171,10218,0,0,0,0,0,0
43,suburban,suv,28637,16058,0,0,0,1,1,20006.72
28,urban,suv,30513,16816,0,0,0,0,1,0
55,suburban,suv,32911,14025,0,0,1,0,1,0
25,suburban,car,64570,15071,1,1,0,0,1,0
52,urban,car,38521,13888,0,0,1,0,1,0
41,suburban,suv,31159,13019,0,0,0,1,1,0
38,suburban,suv,33099,17811,0,1,1,0,0,0
26,suburban,suv,69855,15444,1,1,0,0,1,52283.44
68,suburban,suv,69014,8176,1,0,0,0,1,0
73,suburban,suv,39238,15694,0,0,0,0,1,0
49,suburban,suv,48018,14644,0,0,0,0,0,0
50,urban,truck,39098,8531,0,0,0,0,1,0
73,rural,truck,31589,15116,0,0,0,0,1,0
16,urban,car,32231,9184,0,0,1,0,1,0
21,suburban,suv,30563,18416,0,0,1,1,0,0
35,rural,suv,35663,12717,0,0,0,0,1,0
25,suburban,suv,47118,16250,0,0,1,0,1,0
45,urban,car,65112,10822,1,0,0,0,1,0
32,urban,truck,54316,12470,0,0,0,0,0,0
17,suburban,truck,30922,17820,0,0,1,1,1,0
55,rural,suv,21031,23861,1,0,1,0,1,0
31,suburban,suv,29261,15778,0,0,0,0,1,0
38,suburban,minivan,32452,14905,1,0,0,0,1,0
42,urban,car,98883,11135,1,0,0,0,0,0
19,urban,car,26606,11984,0,0,0,0,1,0
20,urban,suv,49665,9745,0,0,1,0,1,0
41,rural,car,26472,16484,1,0,0,0,0,27019.75
16,suburban,truck,56499,10016,0,0,0,0,1,0
40,rural,suv,31188,16856,0,0,0,1,1,0
20,urban,car,113679,13243,0,0,0,0,1,0
67,suburban,suv,110706,12540,1,0,0,0,0,0
39,rural,truck,49768,11031,0,0,0,0,1,0
38,urban,car,31834,17981,1,0,0,0,1,0
54,rural,truck,34039,27506,0,0,0,0,0,0
22,urban,suv,39884,16030,0,0,0,0,1,0
22,urban,car,43229,11961,0,1,1,1,1,0
43,urban,car,22370,8995,1,0,1,0,1,0
68,urban,car,29059,12857,0,0,1,0,1,0
62,suburban,car,17984,11620,0,0,0,0,0,0
60,rural,suv,30553,18321,1,0,0,0,1,0
58,urban,suv,27827,15415,0,0,1,0,0,0
33,suburban,minivan,25607,19442,0,0,1,1,1,6598.54
36,suburban,suv,19517,9333,0,0,0,0,1,12842.56
35,urban,car,45099,24145,0,0,0,0,1,0
49,urban,car,24936,9751,0,0,0,0,1,0
50,suburban,suv,33341,11144,0,0,1,0,1,0
20,suburban,suv,26776,11688,0,0,0,1,1,0
31,urban,suv,33503,13206,0,0,0,0,1,0
41,urban,suv,31478,12042,0,0,1,0,1,0
37,rural,suv,105104,14677,0,0,0,0,1,0
59,urban,suv,84747,8656,0,0,0,0,1,0
28,suburban,truck,39837,14015,0,0,1,0,1,0
48,urban,suv,30866,11936,1,0,0,0,1,0
61,urban,car,32499,15229,1,0,0,0,1,0
38,urban,car,117661,11994,1,0,0,0,1,33428
48,rural,suv,28714,10850,0,0,1,0,1,0
43,urban,suv,90355,13814,1,0,0,0,1,0
52,suburban,truck,48889,15089,0,0,0,0,1,0
63,suburban,car,31879,18339,1,0,0,0,0,0
68,urban,car,26236,13543,0,1,0,0,1,0
33,urban,suv,50726,9617,1,0,1,0,1,0
71,urban,minivan,25292,9969,1,0,0,1,1,0
68,suburban,suv,28139,11766,0,0,0,0,1,0
16,urban,suv,30399,14669,0,0,0,0,0,0
44,urban,suv,34769,12882,0,0,1,0,1,0
36,urban,suv,35553,12389,0,0,0,0,1,0
27,suburban,suv,31311,27491,0,1,0,0,0,33158.25
17,rural,truck,49890,18194,0,0,1,0,1,0
32,suburban,truck,57802,9577,0,0,0,0,1,0
52,suburban,car,16715,14584,0,0,1,0,1,0
79,suburban,car,32004,9559,0,1,0,0,1,0
42,urban,truck,29261,11242,0,0,1,0,1,0
36,urban,car,24691,14000,0,0,1,0,1,0
18,urban,suv,26809,9824,0,1,1,0,1,0
37,suburban,suv,28619,14065,0,0,1,0,0,0
41,suburban,truck,85888,19181,1,0,0,0,0,0
33,rural,truck,38337,13434,0,0,0,0,1,0
25,suburban,suv,40426,21145,0,1,1,0,1,0
64,suburban,suv,60417,14753,1,0,0,0,1,0
31,urban,suv,42160,10392,1,0,0,0,0,0
55,suburban,car,31779,9255,0,0,1,0,1,0
64,suburban,car,83260,11707,0,0,0,0,0,0
63,urban,car,25293,14712,0,0,1,0,0,0
75,urban,car,32660,7798,0,1,0,0,1,0
74,urban,suv,42815,10671,0,0,0,0,1,0
57,suburban,suv,28869,14993,0,0,1,0,0,0
48,suburban,suv,29847,12638,1,0,0,0,1,0
55,suburban,suv,24280,9579,0,0,0,0,1,0
16,suburban,truck,33079,15033,0,0,1,0,0,0
71,rural,truck,25144,17699,0,0,0,0,1,0
23,urban,suv,57324,15095,0,0,0,0,1,0
49,suburban,car,26940,17360,0,0,0,0,1,0
19,urban,suv,46978,10365,0,0,1,0,1,0
19,urban,suv,27904,14445,0,0,1,0,0,12902.65
85,suburban,car,24880,11679,1,0,0,0,0,0
19,urban,truck,81474,10657,0,0,1,0,1,0
30,suburban,suv,30024,7440,0,0,0,0,0,0
25,suburban,suv,40722,10399,1,0,0,0,1,0
70,urban,car,26532,11477,0,1,0,0,0,0
40,rural,minivan,15025,16203,0,0,1,0,1,0
47,rural,truck,35321,19911,0,0,0,0,1,0
44,suburban,suv,35793,15628,1,0,0,0,1,0
45,rural,suv,29894,19251,0,0,0,0,1,14249.09
44,suburban,suv,31456,18320,1,0,0,0,0,11216.94
19,urban,suv,30079,12749,0,0,0,0,1,0
32,rural,suv,28718,11909,0,0,0,0,1,0
54,suburban,truck,33826,18402,1,0,0,0,1,0
41,urban,suv,27661,13311,0,0,1,1,0,0
48,urban,suv,26477,11201,0,0,0,0,0,0
53,suburban,suv,40742,13128,0,0,0,0,0,0
54,suburban,car,40357,13398,0,0,1,0,1,0
23,urban,car,63607,13152,1,0,1,0,0,0
51,suburban,car,38710,11059,1,0,0,0,1,0
50,rural,suv,27614,14892,0,0,0,0,1,13476.08
47,urban,suv,23204,5163,0,0,0,0,1,0
64,urban,car,28668,10672,0,1,0,0,1,0
48,suburban,car,34812,12465,0,0,1,0,1,0
38,urban,car,35188,8188,0,1,0,0,1,0
50,suburban,suv,35741,12412,0,1,0,0,1,0
35,suburban,car,42470,17399,0,0,0,0,1,0
21,urban,suv,23188,10445,0,0,0,0,1,0
28,rural,suv,34717,15463,0,0,0,0,0,0
16,suburban,car,37877,16615,0,0,1,0,1,0
64,urban,suv,37230,12986,1,0,0,0,1,0
34,suburban,suv,37922,14103,1,0,0,0,1,0
85,urban,car,38860,8851,1,1,0,0,1,0
35,suburban,suv,40838,16114,0,0,0,0,0,0
57,suburban,car,41362,14140,0,0,0,0,0,0
49,suburban,suv,29304,19880,0,0,1,0,1,0
35,urban,suv,29075,11789,0,0,1,0,0,0
33,urban,suv,33777,12488,0,0,0,0,0,0
42,suburban,truck,61864,17228,0,0,1,0,1,0
17,rural,truck,46931,14314,0,0,1,0,0,23892.73
21,suburban,car,41814,12300,0,0,0,0,1,0
36,urban,car,29701,8574,0,0,1,0,0,0
44,suburban,suv,28032,15790,0,0,0,0,1,0
79,suburban,car,34349,11134,0,0,1,0,1,0
44,urban,minivan,28245,13445,0,0,1,0,0,0
19,urban,suv,43588,11262,0,0,1,0,1,0
16,urban,car,28779,10791,0,0,0,0,1,0
24,suburban,suv,48169,13187,1,0,0,0,1,0
27,suburban,truck,38712,15889,0,0,1,0,0,0
51,urban,car,34107,25743,0,0,0,0,1,0
66,suburban,suv,65130,15247,0,0,0,0,1,0
47,urban,car,83436,14293,1,0,0,0,1,43702.48
32,rural,minivan,35264,23089,0,1,1,0,1,0
46,urban,car,17634,16008,0,0,0,0,0,0
33,suburban,minivan,30993,8088,1,0,0,0,1,0
64,rural,truck,64756,14637,0,0,0,0,1,0
72,rural,suv,32391,13967,0,0,0,0,1,0
53,suburban,car,18584,10533,0,0,0,0,1,0
61,suburban,suv,45495,16992,0,0,1,0,1,0
21,urban,car,46634,17415,0,0,0,0,1,0
41,urban,car,32588,10843,0,0,1,0,1,0
18,urban,suv,29290,15412,0,0,0,0,1,0
30,urban,suv,68450,12342,0,0,1,0,0,0
48,urban,suv,39700,12919,0,1,0,0,1,19632.39
81,suburban,truck,55945,14218,1,0,0,0,1,0
67,suburban,suv,28535,9608,0,1,0,0,1,0
51,suburban,suv,40314,11591,0,0,0,0,0,0
19,urban,car,125000,16484,0,0,0,0,1,0
16,suburban,truck,31192,14016,0,0,0,0,0,0
35,suburban,suv,20691,12754,1,0,0,0,1,0
37,rural,truck,27957,16988,0,0,0,0,1,0
21,urban,suv,67976,11866,0,0,0,0,1,0
26,urban,car,125000,11839,1,0,1,0,1,0
48,suburban,truck,95075,14236,1,0,0,0,0,0
18,urban,suv,37260,11660,0,1,1,0,1,0
51,suburban,suv,44006,15543,0,0,1,0,0,0
42,urban,suv,36366,10683,1,0,0,0,1,0
31,suburban,suv,27353,12412,0,0,1,1,1,0
36,suburban,suv,87866,12072,0,0,1,0,0,0
19,urban,truck,28361,13657,0,0,1,0,0,0
26,suburban,suv,27874,16513,0,1,0,0,0,0
49,suburban,truck,79419,10544,0,0,0,0,1,0
41,suburban,suv,20424,13782,1,0,0,0,1,0
20,urban,car,29688,9906,0,0,0,0,1,0
55,rural,car,18448,20338,0,0,0,0,1,0
20,urban,suv,31107,13220,0,1,0,0,1,0
17,rural,suv,39257,17524,0,0,1,0,0,0
32,suburban,truck,32218,9570,0,0,0,0,1,0
28,suburban,car,28415,11182,0,1,1,0,1,0
51,rural,truck,13553,15950,0,0,0,0,1,0
84,suburban,suv,36424,13639,0,1,1,0,0,0
49,urban,car,35877,10818,0,0,1,0,1,0
34,urban,suv,30460,8030,0,1,0,0,1,0
49,suburban,car,29547,26352,0,0,0,0,0,0
45,rural,truck,48010,17930,0,0,1,0,1,0
31,urban,suv,125000,10186,0,1,0,0,1,0
62,suburban,car,39883,11450,0,0,0,0,1,0
50,rural,suv,30668,21025,0,0,0,0,1,0
44,suburban,minivan,19128,17243,0,0,0,0,0,0
28,urban,car,35587,13009,0,1,0,0,1,0
52,urban,suv,28091,8076,0,0,1,0,0,0
19,urban,suv,28290,11828,0,0,1,0,1,0
54,suburban,suv,26730,15085,1,0,0,0,1,0
18,urban,suv,60625,16452,0,1,1,0,0,0
67,rural,car,48253,19869,0,0,0,0,1,0
21,urban,suv,26769,13496,0,0,1,0,0,0
26,rural,truck,30611,12980,0,0,0,0,1,0
68,rural,truck,61336,12527,0,0,0,0,0,0
31,urban,suv,44376,11236,1,0,0,0,1,0
47,urban,suv,28411,17489,0,1,0,0,1,0
46,urban,car,30817,9260,1,0,1,0,1,0
55,urban,suv,42273,11376,0,0,0,0,1,34028.39
30,suburban,suv,27729,13810,0,0,0,0,1,0
32,suburban,truck,27995,17186,0,0,1,0,1,0
51,rural,truck,41865,12234,0,0,1,0,1,0
59,rural,suv,41743,18172,0,1,0,0,1,0
17,urban,suv,27308,12187,0,0,0,0,1,0
52,urban,suv,51268,7677,0,0,0,0,1,0
27,rural,car,60787,13367,0,0,1,0,1,0
21,urban,suv,39371,10987,0,0,0,0,1,0
38,urban,suv,42303,13430,1,0,1,0,1,0
40,suburban,car,26886,13693,1,0,1,0,1,0
43,suburban,car,82147,12014,1,1,0,0,1,0
56,suburban,car,27726,13458,0,0,0,0,1,0
19,urban,suv,32365,8203,0,0,0,0,1,0
53,urban,suv,29996,12863,0,0,1,0,0,0
21,urban,suv,58221,13835,0,1,1,0,1,0
54,suburban,suv,31186,14637,1,0,0,0,1,0
17,suburban,suv,26972,13295,0,0,0,0,0,0
33,suburban,suv,86504,11836,1,0,0,0,1,0
47,suburban,suv,33258,16120,1,1,0,0,0,0
19,urban,suv,27872,13203,0,0,1,0,1,0
24,urban,car,58911,11845,0,0,1,0,1,0
20,urban,car,24411,12165,0,0,1,0,1,9096.63
59,suburban,suv,73083,11284,1,0,0,0,0,0
35,suburban,suv,47612,10006,0,0,0,0,1,0
67,urban,suv,46541,8471,1,0,1,0,1,0
47,suburban,car,52894,16959,1,0,0,0,1,0
53,suburban,truck,76821,10833,0,0,1,0,1,0
32,rural,suv,25497,21355,0,1,0,0,0,0
40,urban,suv,33500,22295,1,0,0,0,0,0
41,urban,suv,65683,23546,1,0,0,0,0,0
41,urban,car,56387,18942,0,0,0,0,1,0
28,suburban,suv,40734,18457,0,0,1,0,1,0
46,rural,truck,113891,25089,0,1,0,0,1,0
23,urban,suv,31090,14100,1,0,0,0,1,0
50,rural,suv,45819,13202,1,0,0,0,0,0
48,urban,suv,28509,23755,0,0,0,0,0,13510.27
40,suburban,truck,72480,10842,1,1,1,0,1,0
19,urban,suv,37522,19206,0,1,1,0,0,0
53,urban,suv,124984,12926,1,0,1,0,0,0
37,urban,minivan,33535,12471,0,0,0,0,0,0
41,suburban,suv,43522,13394,0,0,0,0,0,0
66,urban,car,26745,10747,0,0,0,0,1,0
39,rural,suv,105886,13208,0,0,1,0,1,0
36,suburban,car,28765,9377,1,0,0,0,1,0
54,urban,suv,39561,14432,0,0,0,0,1,0
17,suburban,car,56114,14321,0,0,0,0,1,0
33,urban,suv,47952,15257,0,0,0,0,1,17873.05
57,rural,car,24933,14036,0,0,0,1,1,0
53,rural,car,67140,15006,0,1,0,0,1,0
42,suburban,truck,47920,18150,0,0,1,0,1,27647.82
19,urban,car,11114,13185,0,0,1,0,1,0
54,rural,car,55978,13595,0,0,0,0,1,0
54,urban,suv,69567,9901,1,0,0,0,0,0
62,urban,suv,36450,14735,0,0,1,0,1,0
56,suburban,car,24347,17425,0,0,0,0,0,0
80,suburban,suv,48194,9160,1,1,0,0,0,0
51,suburban,truck,34354,8993,0,0,0,0,1,0
83,suburban,car,24750,15370,1,0,0,0,1,0
32,rural,suv,31245,15733,0,0,0,0,1,0
31,urban,suv,65533,10482,1,1,0,1,1,0
37,urban,suv,45181,15326,1,0,1,0,1,0
51,suburban,truck,40560,13222,0,0,0,0,1,0
72,rural,suv,63534,14670,0,0,0,0,1,0
42,urban,suv,86044,18900,1,0,1,0,1,0
61,suburban,suv,31363,9774,0,0,0,0,0,0
36,suburban,suv,30584,15373,0,0,0,0,1,0
41,urban,suv,38678,14629,0,0,1,0,0,0
44,suburban,truck,46940,13393,1,0,1,0,1,35618.06
22,urban,car,27627,13796,0,0,0,0,1,0
19,urban,car,38777,13590,0,0,0,0,1,0
26,urban,suv,37744,4627,1,0,0,0,1,13465.45
43,suburban,minivan,34518,14897,1,0,0,0,1,0
19,urban,suv,27192,12955,0,0,0,0,1,0
53,urban,truck,35266,15374,1,0,0,0,1,0
32,suburban,suv,31461,12142,0,0,1,0,1,0
24,suburban,car,51986,22918,0,1,0,0,0,0
26,rural,car,64540,13040,0,0,1,0,0,0
29,rural,suv,35724,14175,0,0,0,0,1,13036.12
51,rural,car,63990,12627,1,0,0,0,1,0
37,rural,minivan,44314,16054,0,0,0,0,1,0
25,urban,car,53058,17904,1,0,1,0,1,0
27,suburban,suv,34266,13441,1,1,0,0,1,0
27,urban,truck,65655,9926,1,0,0,0,1,0
44,suburban,suv,33205,17733,0,0,0,0,1,0
45,suburban,suv,26837,17373,1,1,0,0,0,0
64,urban,suv,60177,12786,0,0,0,0,1,0
18,suburban,suv,27373,13473,0,0,0,0,1,0
52,suburban,car,25479,12628,0,0,0,0,1,0
18,urban,suv,55401,12227,0,0,0,0,1,0
32,suburban,suv,33535,13395,0,0,0,0,1,0
29,suburban,car,22242,11273,0,0,1,0,1,0
49,suburban,suv,68984,15730,0,0,1,0,1,0
33,urban,car,27470,8961,0,0,0,0,0,0
44,urban,suv,27544,8216,0,1,1,0,0,0
24,urban,suv,29546,10839,1,1,0,0,1,0
27,suburban,suv,41795,14389,1,0,1,0,0,0
40,rural,suv,31346,11911,0,0,1,0,1,0
37,suburban,suv,28347,18382,1,0,0,0,1,0
67,rural,truck,31374,20434,0,0,0,0,1,0
53,rural,car,27939,13832,0,0,1,0,1,0
17,urban,car,27195,14318,0,0,1,0,1,0
48,suburban,truck,67919,13901,0,0,0,0,0,0
25,suburban,suv,30002,11435,1,0,0,0,1,0
20,urban,suv,35977,12635,0,0,0,0,0,0
42,suburban,suv,29433,13893,1,0,0,0,0,15012.42
78,urban,car,28304,15897,0,0,1,0,1,0
26,rural,suv,45687,15037,1,0,1,0,1,31791.81
39,urban,suv,47683,10638,1,0,0,0,1,0
44,suburban,suv,35311,14406,0,0,0,1,0,0
76,suburban,suv,39904,10923,1,0,0,0,0,0
20,urban,suv,30457,13723,0,0,0,0,0,0
17,suburban,truck,11206,13252,0,0,0,0,1,0
43,urban,car,17678,9513,1,0,0,0,1,0
30,rural,truck,42235,16294,0,0,0,0,1,0
75,rural,truck,28994,18901,0,0,0,0,1,0
49,suburban,car,27096,12387,0,0,0,0,1,0
72,rural,car,32998,13607,0,0,0,0,0,0
54,urban,suv,32230,12929,0,0,1,1,1,0
36,urban,suv,55404,11729,0,0,0,1,0,0
23,urban,car,36414,13019,0,0,1,0,1,0
36,urban,car,30281,11458,1,1,1,0,1,0
26,urban,car,31951,12955,0,1,1,1,1,0
30,suburban,suv,34807,8363,0,0,1,0,1,0
35,suburban,suv,30913,16521,0,0,0,0,0,0
79,suburban,suv,36396,11388,0,0,1,0,0,0
47,suburban,car,21778,15429,0,0,0,0,1,0
54,suburban,suv,28595,11478,0,0,0,1,1,0
55,suburban,car,36447,13604,1,0,0,0,0,0
27,suburban,suv,43620,14194,0,0,1,0,0,0
47,suburban,car,28306,14553,0,0,1,0,1,0
27,urban,truck,125000,7170,1,0,1,0,1,0
27,rural,truck,45553,19719,0,0,0,0,1,0
50,urban,truck,113101,12337,1,1,0,0,1,0
49,suburban,car,41727,21564,0,0,0,0,0,0
39,urban,truck,35219,14895,0,1,0,0,1,0
83,urban,car,39429,8879,1,0,0,0,0,0
33,rural,truck,38814,14838,0,0,1,0,1,0
17,suburban,suv,30365,15630,0,0,1,0,1,0
30,urban,suv,40009,14468,0,0,0,0,1,0
28,urban,suv,57089,10653,1,0,0,1,1,0
51,urban,suv,13766,12914,0,0,0,1,1,0
33,urban,suv,34081,13028,0,1,1,0,0,0
48,suburban,suv,27398,13251,0,1,0,0,0,0
48,urban,car,92025,11367,1,0,0,0,1,0
62,suburban,car,34277,13135,1,0,0,0,1,0
23,suburban,suv,39110,25083,1,0,1,0,0,0
22,urban,truck,45095,10138,0,0,0,1,1,0
34,urban,suv,39039,16439,0,0,0,0,1,0
